CustomerKey,Full Name,Gender,DateFirstPurchase,City,State,Country
21679,Drew Yuan,Male,13-07-2020,Berkshire,England,United Kingdom
21680,Ricky Torres,Male,06-03-2020,Salzgitter,Hessen,Germany
21681,Casey Ortega,Male,17-10-2020,Hannover,Nordrhein-Westfalen,Germany
21682,Katrina Goel,Female,05-10-2020,Bury,England,United Kingdom
21683,Henry Suri,Male,01-07-2020,York,England,United Kingdom
21684,Mariah Bennett,Female,11-08-2020,Roubaix,Nord,France
21685,Bailey Green,Female,26-11-2020,Port Orchard,Washington,United States
21686,Albert Ortega,Male,19-07-2020,Burlingame,California,United States
21687,Sarah Brown,Female,19-10-2020,El Cajon,California,United States
21688,Jesse Morris,Male,12-03-2020,San Gabriel,California,United States
21689,Olivia Simmons,Female,13-11-2020,Bellingham,Washington,United States
21690,Samantha Thomas,Female,18-04-2020,Cliffside,British Columbia,Canada
21691,Brandon Martin,Male,30-04-2020,Oak Bay,British Columbia,Canada
21692,Savannah Ward,Female,12-07-2020,Yakima,Washington,United States
21693,Alyssa Ashe,Female,31-05-2020,Berkeley,California,United States
21694,Bobby Sai,Male,14-09-2020,Berkeley,California,United States
21695,Ethan Rodriguez,Male,27-11-2020,Berkeley,California,United States
21696,Gabrielle Watson,Female,29-12-2020,Edmonds,Washington,United States
21697,Dalton Powell,Male,21-10-2020,Woodland Hills,California,United States
21698,Tracy She,Female,17-03-2020,Concord,California,United States
21699,Logan Sharma,Male,30-10-2020,Mill Valley,California,United States
21700,Juan Ramirez,Male,30-10-2020,Palo Alto,California,United States
21701,Abigail Sanders,Female,08-06-2020,Lake Oswego,Oregon,United States
21702,Paige Gonzales,Female,12-03-2020,Shawnee,British Columbia,Canada
21703,Paige Blue,Female,01-09-2020,Victoria,British Columbia,Canada
21704,Charles Martinez,Male,12-11-2020,Seattle,Washington,United States
21705,Warren Sharma,Male,05-12-2020,Chula Vista,California,United States
21706,Haley Murphy,Female,23-08-2020,Burien,Washington,United States
21707,Cassidy Simmons,Female,22-10-2020,Issaquah,Washington,United States
21708,Andrea Brooks,Female,04-08-2020,Everett,Washington,United States
21709,Katherine Torres,Female,03-11-2020,Oregon City,Oregon,United States
21710,Brittany Gonzales,Female,21-01-2018,Royal Oak,British Columbia,Canada
21711,Hailey Gray,Female,05-11-2020,West Covina,California,United States
21712,Megan Ross,Female,06-05-2020,El Cajon,California,United States
21713,Jose Parker,Male,27-05-2020,Downey,California,United States
21714,Carmen Patel,Female,02-01-2021,Burien,Washington,United States
21715,Jonathan Ross,Male,12-02-2020,Walla Walla,Washington,United States
21716,Gerald Sara,Male,09-09-2020,Burien,Washington,United States
21717,Angel King,Male,28-01-2021,Torrance,California,United States
21718,Devin Roberts,Male,26-08-2020,Lincoln Acres,California,United States
21719,Morgan Torres,Female,31-10-2020,Lebanon,Oregon,United States
21720,Raul Jai,Male,20-02-2020,Burbank,California,United States
21721,Sara Campbell,Female,13-10-2020,Renton,Washington,United States
21722,Spencer Wood,Male,10-11-2020,Spring Valley,California,United States
21723,Tiffany Huang,Female,22-11-2020,Burlingame,California,United States
21724,Mandy Yang,Female,12-07-2020,Concord,California,United States
21725,Gabrielle Cannata,Female,12-07-2020,Victoria,British Columbia,Canada
21726,Morgan Hall,Female,14-07-2020,Shawnee,British Columbia,Canada
21727,Arianna Flores,Female,27-01-2018,Shawnee,British Columbia,Canada
21728,Madison Harris,Female,31-10-2020,Burien,Washington,United States
21729,Alexandria Morgan,Female,26-09-2020,Spokane,Washington,United States
21730,Noah Campbell,Male,04-12-2020,Burbank,California,United States
21731,Alexandra Diaz,Female,20-12-2020,La Jolla,California,United States
21732,Ian Johnson,Male,14-10-2020,Newton,British Columbia,Canada
21733,Ian Simmons,Male,15-12-2020,Marysville,Washington,United States
21734,Grace Garcia,Female,06-01-2021,Long Beach,California,United States
21735,Grace Diaz,Female,27-12-2020,Daly City,California,United States
21736,Thomas Thompson,Male,16-11-2020,Burbank,California,United States
21737,Timothy Rivera,Male,03-11-2020,Saint-Denis,Seine Saint Denis,France
21738,Francis Alonso,Male,04-12-2020,Peterborough,England,United Kingdom
21739,Dale Rai,Male,04-04-2020,Watford,England,United Kingdom
21740,Taylor Walker,Female,14-01-2021,Watford,England,United Kingdom
21741,Alexa Sanders,Female,22-01-2018,N. Vancouver,British Columbia,Canada
21742,Katelyn Cox,Female,29-04-2020,Langford,British Columbia,Canada
21743,Theresa Rubio,Female,29-04-2020,Chula Vista,California,United States
21744,Emma Perry,Female,29-09-2020,Colma,California,United States
21745,Isabel Foster,Female,10-08-2020,Langley,British Columbia,Canada
21746,Xavier Hernandez,Male,21-11-2020,Lakewood,California,United States
21747,Derrick Munoz,Male,28-02-2020,Burlingame,California,United States
21748,Wyatt Harris,Male,04-03-2020,Glendale,California,United States
21749,Ashley Williams,Female,24-11-2020,Colma,California,United States
21750,Carlos Reed,Male,02-04-2020,Coronado,California,United States
21751,Logan Jackson,Male,23-08-2020,Lemon Grove,California,United States
21752,Rafael Li,Male,05-12-2020,Calgary,Alberta,Canada
21753,Morgan Robinson,Female,30-04-2020,Beaverton,Oregon,United States
21754,Kaitlyn Lopez,Female,16-09-2020,Salem,Oregon,United States
21755,Lucas White,Male,15-10-2020,Coronado,California,United States
21756,Allison Carter,Female,01-03-2020,Santa Monica,California,United States
21757,Elijah Wang,Male,23-01-2021,Kirkland,Washington,United States
21758,Patricia Malhotra,Female,13-10-2020,Burien,Washington,United States
21759,Jennifer Moore,Female,16-12-2020,Westminster,British Columbia,Canada
21760,Margaret She,Female,05-10-2020,Concord,California,United States
21761,Makayla Sanders,Female,16-07-2020,Torrance,California,United States
21762,Andrea Hernandez,Female,31-01-2020,Everett,Washington,United States
21763,Madison Brown,Female,14-11-2020,Redmond,Washington,United States
21764,Nathan Smith,Male,24-03-2020,Newton,British Columbia,Canada
21765,Nathaniel Kelly,Male,08-06-2020,Oregon City,Oregon,United States
21766,Jesse Baker,Male,10-03-2020,Bellflower,California,United States
21767,Mariah Ramirez,Female,03-08-2020,Bellflower,California,United States
21768,Cole Watson,Male,29-12-2017,Metchosin,British Columbia,Canada
21769,Michele Rubio,Female,03-03-2020,Concord,California,United States
21770,Brandon Thomas,Male,19-07-2020,Renton,Washington,United States
21771,Sheena Shen,Female,11-07-2020,Chula Vista,California,United States
21772,Sarah Patterson,Female,21-09-2020,Portland,Oregon,United States
21773,Alyssa Rogers,Female,27-05-2020,Beaverton,Oregon,United States
21774,Brian James,Male,12-12-2020,Torrance,California,United States
21775,Sean Ramirez,Male,31-03-2020,Newport Beach,California,United States
21776,Daniel Thompson,Male,02-05-2020,Kirkland,Washington,United States
21777,Emily Gonzales,Female,24-11-2020,Sooke,British Columbia,Canada
21778,Louis Shen,Male,18-10-2020,Burien,Washington,United States
21779,Maurice Black,Male,19-12-2020,Concord,California,United States
21780,Pedro Gonzalez,Male,06-04-2020,Concord,California,United States
21781,Jared Rivera,Male,04-11-2020,Lynnwood,Washington,United States
21782,Blake Martin,Male,28-04-2020,Beaverton,Oregon,United States
21783,Kate Goel,Female,25-02-2020,Burien,Washington,United States
21784,Mackenzie Hernandez,Female,14-05-2020,Edmonds,Washington,United States
21785,Tabitha Rodriguez,Female,22-11-2020,Chula Vista,California,United States
21786,Alexis Bennett,Female,29-08-2020,El Cajon,California,United States
21787,Rebecca Allen,Female,19-02-2020,Grossmont,California,United States
21788,Spencer Barnes,Male,26-11-2020,La Jolla,California,United States
21789,Lauren Griffin,Female,07-05-2020,National City,California,United States
21790,James Diaz,Male,09-06-2020,San Carlos,California,United States
21791,Richard Price,Male,29-03-2020,San Gabriel,California,United States
21792,Cassidy Butler,Female,30-11-2020,Victoria,British Columbia,Canada
21793,Kaylee Scott,Female,26-11-2020,Oregon City,Oregon,United States
21794,Alyssa James,Female,01-11-2020,Downey,California,United States
21795,Tristan Bennett,Male,12-03-2020,San Gabriel,California,United States
21796,Emma Ward,Female,18-08-2020,Sooke,British Columbia,Canada
21797,Kelvin Gao,Male,03-11-2020,Bellingham,Washington,United States
21798,Jade Sanders,Female,11-11-2020,Lebanon,Oregon,United States
21799,Angel Cook,Male,30-07-2020,Lebanon,Oregon,United States
21800,Heidi Raman,Female,04-09-2020,Concord,California,United States
21801,Kaylee Cooper,Female,05-08-2020,Palo Alto,California,United States
21802,Lucas Roberts,Male,01-04-2020,Spring Valley,California,United States
21803,Emily Thomas,Female,26-10-2020,Cliffside,British Columbia,Canada
21804,Brooke Cook,Female,24-07-2020,Port Orchard,Washington,United States
21805,Lucas Russell,Male,15-04-2020,Renton,Washington,United States
21806,Kelvin Xie,Male,11-09-2020,Burbank,California,United States
21807,Amanda Campbell,Female,13-11-2020,Colma,California,United States
21808,Amanda Green,Female,01-11-2020,Downey,California,United States
21809,Sydney Thompson,Female,11-10-2020,Lakewood,California,United States
21810,Justin Miller,Male,01-03-2020,Spring Valley,California,United States
21811,Olivia Williams,Female,27-11-2020,Colma,California,United States
21812,Adrian Bailey,Male,13-11-2020,Seattle,Washington,United States
21813,Dalton Brown,Male,15-02-2018,Shawnee,British Columbia,Canada
21814,Noah Edwards,Male,10-07-2020,W. Linn,Oregon,United States
21815,Gabrielle Green,Female,05-04-2020,Shawnee,British Columbia,Canada
21816,Jackson Roberts,Male,01-07-2020,Saarlouis,Saarland,Germany
21817,Jerome Carlson,Male,26-10-2020,Watford,England,United Kingdom
21818,Willie Chander,Male,02-05-2020,Orly,Val de Marne,France
21819,Chloe Howard,Female,09-03-2020,Tremblay-en-France,Seine Saint Denis,France
21820,Priscilla Nath,Female,09-08-2020,Villeneuve-d'Ascq,Nord,France
21821,Clayton Tang,Male,27-07-2020,Bonn,Hamburg,Germany
21822,Gregory Yuan,Male,27-05-2020,York,England,United Kingdom
21823,Lacey She,Female,25-09-2020,Berlin,Hessen,Germany
21824,Warren She,Male,10-12-2020,London,England,United Kingdom
21825,Randy Zhou,Male,29-12-2020,Berlin,Hamburg,Germany
21826,Abigail Russell,Female,14-11-2020,Ingolstadt,Bayern,Germany
21827,Mallory Gutierrez,Female,19-12-2020,Neunkirchen,Saarland,Germany
21828,Megan Gonzales,Female,11-12-2020,Paderborn,Nordrhein-Westfalen,Germany
21829,Carolyn Rana,Female,12-10-2020,W. York,England,United Kingdom
21830,Briana Alonso,Female,10-06-2020,Warrington,England,United Kingdom
21831,Yolanda Anand,Female,06-10-2020,Roubaix,Nord,France
21832,Pedro Gill,Male,15-01-2021,Roncq,Nord,France
21833,Terrance Gonzalez,Male,09-12-2020,Duesseldorf,Hessen,Germany
21834,Jillian Mehta,Female,02-10-2020,Hof,Bayern,Germany
21835,Susan Sun,Female,09-12-2020,Saarlouis,Saarland,Germany
21836,Kristi Raman,Female,26-07-2020,Werne,Nordrhein-Westfalen,Germany
21837,Megan Alexander,Female,04-01-2021,Frankfurt,Hessen,Germany
21838,Gerald Ruiz,Male,11-06-2020,Poing,Saarland,Germany
21839,Billy Diaz,Male,27-08-2020,Kirkby,England,United Kingdom
21840,Stacey Ma,Female,02-02-2020,Maidenhead,England,United Kingdom
21841,Lindsay Nath,Female,19-07-2020,York,England,United Kingdom
21842,Neil Navarro,Male,13-09-2020,Hamburg,Hamburg,Germany
21843,Erica He,Female,06-04-2020,Leipzig,Nordrhein-Westfalen,Germany
21844,James Long,Male,28-07-2020,Hof,Bayern,Germany
21845,Cameron Miller,Male,29-03-2020,Metz,Moselle,France
21846,Kevin Patterson,Male,15-03-2020,Ingolstadt,Bayern,Germany
21847,Dominic Madan,Male,24-07-2020,London,England,United Kingdom
21848,Jerry Raje,Male,15-06-2020,London,England,United Kingdom
21849,Todd Chow,Male,22-03-2020,Saint Ouen,Somme,France
21850,Bruce Subram,Male,23-09-2020,Paris,Seine (Paris),France
21851,Stuart Railson,Male,25-03-2020,Frankfurt,Hessen,Germany
21852,Eduardo Johnson,Male,12-08-2020,Kassel,Hessen,Germany
21853,Stacy Gutierrez,Female,31-08-2020,Saarlouis,Saarland,Germany
21854,Theresa Schmidt,Female,30-10-2020,London,England,United Kingdom
21855,Paula Martin,Female,19-08-2020,Woolston,England,United Kingdom
21856,Emmanuel Sanchez,Male,20-10-2020,Lancaster,England,United Kingdom
21857,Jay Dominguez,Male,24-01-2020,London,England,United Kingdom
21858,Curtis Lin,Male,20-01-2020,London,England,United Kingdom
21859,Monica Kim,Female,18-08-2020,Colombes,Hauts de Seine,France
21860,Jacquelyn Gill,Female,03-08-2020,Les Ulis,Essonne,France
21861,Kari Romero,Female,31-01-2020,Paris,Seine (Paris),France
21862,Michele Prasad,Female,23-05-2020,Roissy en Brie,Seine et Marne,France
21863,Shawna Anand,Female,08-04-2020,München,Hessen,Germany
21864,Martin Lopez,Male,28-06-2020,Billericay,England,United Kingdom
21865,Kathryn Andersen,Female,30-05-2020,London,England,United Kingdom
21866,Shannon Zhu,Female,23-10-2020,Cergy,Val d'Oise,France
21867,Michael Ruggiero,Male,09-09-2020,Saint-Denis,Seine Saint Denis,France
21868,Aimee Ma,Female,05-02-2020,Berlin,Nordrhein-Westfalen,Germany
21869,Tina Prasad,Female,01-12-2020,Bonn,Nordrhein-Westfalen,Germany
21870,Jenny Raji,Female,14-11-2020,Runcorn,England,United Kingdom
21871,Devin Adams,Male,04-12-2020,Cranbourne,Victoria,Australia
21872,Alisha Lal,Female,17-09-2020,Silverwater,New South Wales,Australia
21873,Kellie Navarro,Female,23-03-2019,Lane Cove,New South Wales,Australia
21874,Brandi Suarez,Female,18-03-2019,Port Macquarie,New South Wales,Australia
21875,Cedric Nara,Male,02-03-2019,Silverwater,New South Wales,Australia
21876,Philip Rubio,Male,21-03-2019,Newcastle,New South Wales,Australia
21877,Clarence Xu,Male,17-03-2019,Coffs Harbour,New South Wales,Australia
21878,Bryant Rana,Male,13-03-2019,Newcastle,New South Wales,Australia
21879,Louis Ma,Male,14-10-2020,Cranbourne,Victoria,Australia
21880,Marc Gomez,Male,31-08-2020,Cranbourne,Victoria,Australia
21881,Nicole Lewis,Female,18-09-2020,Caloundra,Queensland,Australia
21882,Jay Ramos,Male,29-03-2019,Gold Coast,Queensland,Australia
21883,Patricia Kapoor,Female,02-02-2020,Sunbury,Victoria,Australia
21884,Tabitha Gutierrez,Female,06-10-2020,Sydney,New South Wales,Australia
21885,Rafael Xu,Male,16-03-2019,Port Macquarie,New South Wales,Australia
21886,Jill Carlson,Female,11-03-2019,Newcastle,New South Wales,Australia
21887,Ashley White,Female,04-02-2020,Hobart,Tasmania,Australia
21888,Evan Edwards,Male,05-03-2019,Gold Coast,Queensland,Australia
21889,Sheila Navarro,Female,10-03-2019,Goulburn,New South Wales,Australia
21890,Tiffany Zeng,Female,27-07-2020,Darlinghurst,New South Wales,Australia
21891,Dawn Nara,Female,17-03-2019,Lane Cove,New South Wales,Australia
21892,Joan Hernandez,Female,08-03-2019,Springwood,New South Wales,Australia
21893,Brandi Hernandez,Female,02-03-2019,Malabar,New South Wales,Australia
21894,David Li,Male,25-03-2019,Hobart,Tasmania,Australia
21895,Kaylee Gonzalez,Female,05-03-2019,Gold Coast,Queensland,Australia
21896,Roy Subram,Male,06-06-2020,Geelong,Victoria,Australia
21897,Francisco Subram,Male,28-03-2019,St. Leonards,New South Wales,Australia
21898,Devon Raji,Male,02-11-2020,Cranbourne,Victoria,Australia
21899,Marie Vazquez,Female,03-03-2019,Lavender Bay,New South Wales,Australia
21900,Robert Jones,Male,02-06-2020,Beaverton,Oregon,United States
21901,Elizabeth Taylor,Female,02-01-2021,Lake Oswego,Oregon,United States
21902,Natalie James,Female,02-11-2020,Glendale,California,United States
21903,Fernando Jenkins,Male,17-03-2020,Santa Cruz,California,United States
21904,Chase Sandberg,Male,06-09-2020,Langley,British Columbia,Canada
21905,Pedro Hernandez,Male,18-07-2020,Bellingham,Washington,United States
21906,Miranda Simmons,Female,20-08-2020,Bellingham,Washington,United States
21907,Jordan Hall,Female,12-09-2020,Everett,Washington,United States
21908,Isabel Hayes,Female,12-08-2020,Oregon City,Oregon,United States
21909,Allison Ward,Female,13-03-2020,Palo Alto,California,United States
21910,Rebekah Perez,Female,14-12-2020,Bonn,Nordrhein-Westfalen,Germany
21911,Joan Ross,Female,08-07-2020,Saint-Denis,Seine Saint Denis,France
21912,Colleen Kumar,Female,12-05-2020,Dunkerque,Nord,France
21913,Arthur Blanco,Male,22-12-2020,Morangis,Essonne,France
21914,Emily Brown,Female,20-04-2020,Hof,Bayern,Germany
21915,Tristan Wood,Male,11-03-2020,San Francisco,California,United States
21916,Jesse Evans,Male,14-08-2020,Vancouver,British Columbia,Canada
21917,Dalton Johnson,Male,03-06-2020,Redwood City,California,United States
21918,Carol Serrano,Female,30-01-2020,Concord,California,United States
21919,Melissa Howard,Female,24-11-2020,Bremerton,Washington,United States
21920,Destiny Bennett,Female,24-11-2020,Lemon Grove,California,United States
21921,Lucas Collins,Male,20-02-2018,Oak Bay,British Columbia,Canada
21922,Bailey Ward,Female,06-11-2020,Torrance,California,United States
21923,Justin Williams,Male,06-12-2020,Seattle,Washington,United States
21924,Eduardo Cook,Male,26-12-2020,Yakima,Washington,United States
21925,Tabitha Dominguez,Female,01-01-2021,Cliffside,British Columbia,Canada
21926,Melanie Henderson,Female,08-12-2020,Woodburn,Oregon,United States
21927,Meredith Browning,Female,24-12-2020,Colma,California,United States
21928,Karl Luo,Male,08-12-2020,Colma,California,United States
21929,Karen Perry,Female,05-12-2020,Coronado,California,United States
21930,Marissa Perry,Female,12-12-2020,Glendale,California,United States
21931,Marcus Wood,Male,12-12-2020,San Francisco,California,United States
21932,Leonard Kumar,Male,17-12-2020,Colma,California,United States
21933,Nicole Martin,Female,23-11-2020,San Carlos,California,United States
21934,Jennifer Cox,Female,19-08-2020,Glendale,California,United States
21935,Victoria Simmons,Female,02-01-2021,Walla Walla,Washington,United States
21936,Emma Reed,Female,01-09-2020,Burbank,California,United States
21937,Morgan Ross,Female,05-12-2020,San Diego,California,United States
21938,Savannah Hall,Female,13-08-2020,Milwaukie,Oregon,United States
21939,Thomas Roberts,Male,09-02-2018,Langford,British Columbia,Canada
21940,Alejandro Sharma,Male,21-03-2020,Coronado,California,United States
21941,Gail Moore,Female,01-12-2020,Santa Monica,California,United States
21942,Julia Roberts,Female,04-03-2020,Lynnwood,Washington,United States
21943,Cindy Mehta,Female,23-03-2019,Wollongong,New South Wales,Australia
21944,Daisy Jiménez,Female,15-03-2019,Matraville,New South Wales,Australia
21945,Pearlie Rusek,Female,02-03-2019,Seaford,Victoria,Australia
21946,Michele Deng,Female,09-03-2019,Port Macquarie,New South Wales,Australia
21947,Diane Romero,Female,23-03-2019,Seaford,Victoria,Australia
21948,Ann Madan,Female,03-03-2019,Findon,South Australia,Australia
21949,Clayton Chavez,Male,24-03-2019,Cloverdale,South Australia,Australia
21950,Armando Hernandez,Male,13-03-2019,Goulburn,New South Wales,Australia
21951,Orlando Hernandez,Male,07-03-2019,Gold Coast,Queensland,Australia
21952,Latasha Vazquez,Female,28-05-2020,Geelong,Victoria,Australia
21953,Marvin Vazquez,Male,21-04-2020,Melton,Victoria,Australia
21954,Yolanda Andersen,Female,31-12-2020,Hobart,Tasmania,Australia
21955,Jenny Ferrier,Female,15-03-2019,Malabar,New South Wales,Australia
21956,Jay Kapoor,Male,12-03-2019,Newcastle,New South Wales,Australia
21957,Kathryn Shen,Female,08-03-2019,North Sydney,New South Wales,Australia
21958,Mallory Blanco,Female,24-03-2019,Springwood,New South Wales,Australia
21959,Jimmy Dominguez,Male,16-03-2019,Sydney,New South Wales,Australia
21960,Dawn Liu,Female,13-09-2020,Cranbourne,Victoria,Australia
21961,Chelsea Garcia,Female,02-03-2020,Hawthorne,Queensland,Australia
21962,Kristi Smith,Female,27-02-2020,Melton,Victoria,Australia
21963,Jacquelyn Serrano,Female,05-05-2020,Milsons Point,New South Wales,Australia
21964,Devon Nara,Male,22-09-2020,Caloundra,Queensland,Australia
21965,Bethany Raheem,Female,17-11-2020,Seaford,Victoria,Australia
21966,Ross Sai,Male,17-04-2019,South Melbourne,Victoria,Australia
21967,Charles Sanders,Male,30-11-2020,Wollongong,New South Wales,Australia
21968,Jaime Deng,Male,11-04-2019,Findon,South Australia,Australia
21969,Latoya Deng,Female,27-04-2019,Malabar,New South Wales,Australia
21970,Jada Rivera,Female,15-11-2020,Warrnambool,Victoria,Australia
21971,Warren Shan,Male,12-07-2020,Gold Coast,Queensland,Australia
21972,Mandy She,Female,28-05-2020,Coffs Harbour,New South Wales,Australia
21973,Janet Vazquez,Female,26-11-2020,Cloverdale,South Australia,Australia
21974,Whitney Suri,Female,28-04-2019,Melton,Victoria,Australia
21975,Alfredo Ruiz,Male,28-12-2020,Perth,South Australia,Australia
21976,Jacqueline Torres,Female,01-04-2019,Sydney,New South Wales,Australia
21977,Phillip Malhotra,Male,11-06-2020,St. Leonards,New South Wales,Australia
21978,Tracy Deng,Female,22-04-2020,Silverwater,New South Wales,Australia
21979,Philip Gutierrez,Male,09-04-2019,Hobart,Tasmania,Australia
21980,Beth Moreno,Female,05-04-2019,East Brisbane,Queensland,Australia
21981,Isabella Henderson,Female,10-11-2020,Brisbane,Queensland,Australia
21982,Deborah Lal,Female,25-04-2019,Bendigo,Victoria,Australia
21983,Glenn Liang,Male,01-04-2019,Cloverdale,South Australia,Australia
21984,Kristy Suarez,Female,12-04-2019,Lane Cove,New South Wales,Australia
21985,Eddie Torres,Male,04-04-2019,Rhodes,New South Wales,Australia
21986,Kristi Chapman,Female,09-04-2019,Findon,South Australia,Australia
21987,Theodore Dominguez,Male,27-04-2019,East Brisbane,Queensland,Australia
21988,Alisha Zhao,Female,22-11-2020,Port Macquarie,New South Wales,Australia
21989,Erik Jimenez,Male,26-03-2020,Rhodes,New South Wales,Australia
21990,Alejandro Rai,Male,06-04-2020,Rockhampton,Queensland,Australia
21991,Teresa Gill,Female,22-01-2021,Seaford,Victoria,Australia
21992,Alejandro Zhang,Male,28-12-2020,Warrnambool,Victoria,Australia
21993,Craig Sanz,Male,08-03-2020,Bendigo,Victoria,Australia
21994,Natasha Ruiz,Female,01-04-2019,Seaford,Victoria,Australia
21995,Kathryn Raji,Female,17-08-2020,Port Macquarie,New South Wales,Australia
21996,Amy Gao,Female,14-04-2019,East Brisbane,Queensland,Australia
21997,Dennis Xu,Male,03-11-2020,Warrnambool,Victoria,Australia
21998,Erik Hernandez,Male,14-07-2020,East Brisbane,Queensland,Australia
21999,Julia Barnes,Female,22-04-2019,Geelong,Victoria,Australia
22000,Cynthia Chandra,Female,10-04-2019,Hervey Bay,Queensland,Australia
22001,Gregory Chander,Male,04-05-2020,Hobart,Tasmania,Australia
22002,Kristen Chen,Female,29-08-2020,Malabar,New South Wales,Australia
22003,Jill Navarro,Female,07-07-2020,South Melbourne,Victoria,Australia
22004,Meghan Ortega,Female,09-04-2019,Coffs Harbour,New South Wales,Australia
22005,Pamela Mehta,Female,27-12-2020,Melbourne,Victoria,Australia
22006,Jon Nara,Male,18-03-2020,South Melbourne,Victoria,Australia
22007,Kaylee Hernandez,Female,10-12-2020,Issaquah,Washington,United States
22008,Alisha Ye,Female,19-02-2018,Cliffside,British Columbia,Canada
22009,Ross Alvarez,Male,18-03-2020,Coronado,California,United States
22010,Henry Lopez,Male,28-10-2020,Burlingame,California,United States
22011,Richard Patterson,Male,29-11-2020,Redmond,Washington,United States
22012,Regina Malhotra,Female,30-06-2020,Colma,California,United States
22013,Marcus Jenkins,Male,14-12-2020,Milwaukie,Oregon,United States
22014,Jose Gonzales,Male,11-06-2020,Haney,British Columbia,Canada
22015,Mary Turner,Female,08-07-2020,Shawnee,British Columbia,Canada
22016,Terrence Andersen,Male,25-12-2020,Burien,Washington,United States
22017,Sharon She,Female,05-06-2020,Matraville,New South Wales,Australia
22018,Todd Sun,Male,12-06-2020,Warrnambool,Victoria,Australia
22019,Rachel Bryant,Female,27-02-2020,Shawnee,British Columbia,Canada
22020,Jaime Shan,Male,26-09-2020,Geelong,Victoria,Australia
22021,Ethan White,Male,02-11-2020,Renton,Washington,United States
22022,Christopher Davis,Male,12-11-2020,Redwood City,California,United States
22023,Rafael Chen,Male,20-03-2020,Beverly Hills,California,United States
22024,Samuel Chen,Male,03-05-2020,Colma,California,United States
22025,Riley Peterson,Female,08-07-2020,Coronado,California,United States
22026,Bridget Kennedy,Female,29-08-2020,Cliffside,British Columbia,Canada
22027,Franklin Luo,Male,11-05-2020,Cliffside,British Columbia,Canada
22028,Jodi Shen,Female,02-02-2020,Hobart,Tasmania,Australia
22029,Laura Gao,Female,13-12-2020,Silverwater,New South Wales,Australia
22030,Barbara Shen,Female,19-04-2019,Seaford,Victoria,Australia
22031,Jorge Cai,Male,13-04-2019,Wollongong,New South Wales,Australia
22032,Ivan Fernandez,Male,06-04-2019,Melbourne,Victoria,Australia
22033,Marshall Zhao,Male,11-04-2019,Springwood,New South Wales,Australia
22034,Seth Clark,Male,31-03-2020,Grossmont,California,United States
22035,Ryan Wilson,Male,31-03-2020,Redwood City,California,United States
22036,Gabriella Hall,Female,16-12-2020,Downey,California,United States
22037,Angela Gonzales,Female,14-09-2020,Seattle,Washington,United States
22038,Isabella Jackson,Female,04-02-2020,Grossmont,California,United States
22039,Marissa Simmons,Female,13-12-2020,Lemon Grove,California,United States
22040,Devin Brown,Male,16-05-2020,Woodland Hills,California,United States
22041,Paige Morris,Female,29-01-2018,Haney,British Columbia,Canada
22042,Abigail Bryant,Female,18-03-2020,Beverly Hills,California,United States
22043,Trinity Cox,Female,06-04-2020,La Jolla,California,United States
22044,Connor Young,Male,11-04-2020,San Carlos,California,United States
22045,Cameron Chen,Male,13-04-2020,Burien,Washington,United States
22046,Jasmine Sanders,Female,05-04-2020,Walla Walla,Washington,United States
22047,David Gonzales,Male,20-09-2020,Beverly Hills,California,United States
22048,Grace Washington,Female,09-04-2020,San Francisco,California,United States
22049,Allen Patel,Male,05-05-2020,Berkeley,California,United States
22050,Richard Bailey,Male,27-02-2018,Burnaby,British Columbia,Canada
22051,Lauren Rogers,Female,22-12-2020,Bellingham,Washington,United States
22052,Zachary Butler,Male,09-02-2020,Bellflower,California,United States
22053,Jaime Goel,Male,06-10-2020,Berkeley,California,United States
22054,Russell Raji,Male,12-04-2020,Berkeley,California,United States
22055,Hannah Clark,Female,10-02-2020,Beverly Hills,California,United States
22056,Alex Howard,Male,07-09-2020,Olympia,Washington,United States
22057,Kyle Ross,Male,11-01-2021,Yakima,Washington,United States
22058,Jake Zukowski,Male,02-03-2018,Cliffside,British Columbia,Canada
22059,Jonathan Johnson,Male,01-04-2020,Langley,British Columbia,Canada
22060,Evan Hill,Male,07-03-2020,Lake Oswego,Oregon,United States
22061,Jenny Goel,Female,26-12-2020,Cerritos,California,United States
22062,Cameron Flores,Male,20-12-2020,Downey,California,United States
22063,Joanna Suarez,Female,15-01-2021,Malabar,New South Wales,Australia
22064,Lawrence Carlson,Male,16-02-2020,Sunbury,Victoria,Australia
22065,Roy Martin,Male,26-02-2020,Brisbane,Queensland,Australia
22066,Paula Munoz,Female,01-04-2020,Berkeley,California,United States
22067,Julia Jackson,Female,26-04-2020,Bellingham,Washington,United States
22068,Sean James,Male,12-04-2020,Beverly Hills,California,United States
22069,Bailey Reed,Female,29-07-2020,Beverly Hills,California,United States
22070,Eduardo Brown,Male,06-08-2020,Colma,California,United States
22071,Gabriel Carter,Male,07-05-2020,Coronado,California,United States
22072,Devin Russell,Male,31-03-2020,Woodland Hills,California,United States
22073,Timothy Sanders,Male,23-05-2020,Bellingham,Washington,United States
22074,Richard Washington,Male,28-04-2020,W. Linn,Oregon,United States
22075,Pedro Patel,Male,27-09-2020,Bellflower,California,United States
22076,Nelson Vazquez,Male,26-05-2020,Colma,California,United States
22077,Marvin Rubio,Male,06-04-2020,Concord,California,United States
